request_id,department,planning_type,preferred_day,corridor_id,subsection_id,work_area_id,from_station,to_station,asset_id,asset_type,maintenance_type,issue,severity,criticality,urgency,overdue_days,estimated_duration_hours,safety_risk,operational_impact,request_status,planning_cycle,request_source,deadline_day,controller_status,approval_required
REQ-00196,S&T,NORMAL,Saturday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00304,Signal,Track Circuit Testing,Point machine abnormality,3,34,NORMAL,0,2.5,19,57,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00197,S&T,URGENT,Saturday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00284,Axle Counter,Telecom Maintenance,Axle counter indication fault,4,62,HIGH,1,2.0,10,67,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00198,S&T,NORMAL,Friday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00312,Point Machine,Telecom Maintenance,Point machine abnormality,3,54,LOW,1,1.0,67,84,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00199,S&T,EMERGENCY,Saturday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00233,Axle Counter,Point Machine Maintenance,Point machine abnormality,4,50,IMMEDIATE,1,3.0,37,66,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00200,S&T,NORMAL,Monday,C01,C01-S02,C01-WA02,ST01,ST02,S&T-00197,Axle Counter,Signal Inspection,Communication equipment fault,1,48,NORMAL,3,1.5,55,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00201,S&T,URGENT,Friday,C01,C01-S03,C01-WA03,ST01,ST02,S&T-00191,Telecom,Axle Counter Inspection,Axle counter indication fault,3,53,HIGH,0,1.5,59,47,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00202,S&T,NORMAL,Friday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00345,Track Circuit,Signal Inspection,Point machine abnormality,3,40,MEDIUM,1,1.0,61,62,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00203,S&T,NORMAL,Monday,C04,C04-S04,C04-WA04,ST04,ST05,S&T-00356,Point Machine,Axle Counter Inspection,Communication equipment fault,3,11,LOW,0,2.5,10,62,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00204,S&T,NORMAL,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00352,Telecom,Axle Counter Inspection,Communication equipment fault,3,27,NORMAL,14,0.5,10,65,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00205,S&T,EMERGENCY,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00296,Telecom,Signal Inspection,Communication equipment fault,2,49,IMMEDIATE,3,1.5,63,80,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00206,S&T,NORMAL,Tuesday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00232,Axle Counter,Axle Counter Inspection,Track circuit intermittent fault,2,87,NORMAL,1,2.5,34,93,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00207,S&T,NORMAL,Tuesday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00278,Track Circuit,Track Circuit Testing,Track circuit intermittent fault,3,84,MEDIUM,0,2.5,75,99,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00208,S&T,NORMAL,Monday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00312,Axle Counter,Telecom Maintenance,Point machine abnormality,3,62,MEDIUM,0,3.0,20,21,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00209,S&T,NORMAL,Saturday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00332,Axle Counter,Signal Inspection,Communication equipment fault,2,72,NORMAL,0,1.5,60,24,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00210,S&T,NORMAL,Monday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00256,Signal,Signal Inspection,Axle counter indication fault,1,58,LOW,0,1.0,17,54,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00211,S&T,NORMAL,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00197,Signal,Track Circuit Testing,Track circuit intermittent fault,2,10,NORMAL,3,1.5,10,37,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00212,S&T,NORMAL,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00268,Point Machine,Track Circuit Testing,Axle counter indication fault,4,40,MEDIUM,1,1.5,58,91,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00213,S&T,NORMAL,Tuesday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00351,Point Machine,Signal Inspection,Track circuit intermittent fault,4,38,LOW,5,2.5,28,55,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00214,S&T,NORMAL,Friday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00213,Axle Counter,Axle Counter Inspection,Signal aspect fault,2,86,NORMAL,0,2.5,53,56,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00215,S&T,NORMAL,Saturday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00328,Track Circuit,Signal Maintenance,Track circuit intermittent fault,1,59,LOW,0,2.0,79,47,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00216,S&T,NORMAL,Tuesday,C03,C03-S02,C03-WA02,ST03,ST04,S&T-00340,Telecom,Telecom Maintenance,Track circuit intermittent fault,2,45,NORMAL,0,2.5,33,55,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00217,S&T,NORMAL,Saturday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00206,Telecom,Axle Counter Inspection,Track circuit intermittent fault,4,68,LOW,5,1.5,84,74,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00218,S&T,NORMAL,Sunday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00319,Signal,Axle Counter Inspection,Signal aspect fault,4,61,NORMAL,1,1.0,32,75,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00219,S&T,NORMAL,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00227,Signal,Axle Counter Inspection,Track circuit intermittent fault,2,35,NORMAL,1,0.5,43,53,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00220,S&T,NORMAL,Monday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00356,Track Circuit,Point Machine Maintenance,Axle counter indication fault,2,22,MEDIUM,5,2.5,14,59,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00221,S&T,NORMAL,Tuesday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00204,Signal,Signal Inspection,Point machine abnormality,4,46,LOW,5,2.5,10,60,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00222,S&T,NORMAL,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00196,Telecom,Point Machine Maintenance,Track circuit intermittent fault,3,89,NORMAL,14,2.0,96,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00223,S&T,URGENT,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00291,Signal,Track Circuit Testing,Track circuit intermittent fault,1,20,HIGH,0,0.5,10,26,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00224,S&T,EMERGENCY,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00242,Signal,Signal Maintenance,Signal aspect fault,3,48,IMMEDIATE,0,3.0,10,71,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00225,S&T,NORMAL,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,S&T-00335,Track Circuit,Track Circuit Testing,Communication equipment fault,4,26,NORMAL,0,1.5,30,82,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00226,S&T,NORMAL,Monday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00306,Axle Counter,Telecom Maintenance,Point machine abnormality,2,54,NORMAL,0,0.5,16,57,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00227,S&T,NORMAL,Tuesday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00183,Signal,Point Machine Maintenance,Communication equipment fault,3,31,NORMAL,1,3.0,28,60,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00228,S&T,EMERGENCY,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00223,Track Circuit,Point Machine Maintenance,Axle counter indication fault,1,45,IMMEDIATE,3,3.0,40,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00229,S&T,NORMAL,Sunday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00203,Point Machine,Signal Inspection,Track circuit intermittent fault,2,64,NORMAL,0,0.5,51,24,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00230,S&T,NORMAL,Monday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00348,Signal,Signal Maintenance,Signal aspect fault,3,31,NORMAL,7,1.0,30,48,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00231,S&T,NORMAL,Monday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00246,Signal,Signal Maintenance,Signal aspect fault,2,52,LOW,0,1.0,39,54,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00232,S&T,NORMAL,Sunday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00276,Axle Counter,Signal Inspection,Point machine abnormality,2,54,NORMAL,0,2.0,50,53,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00233,S&T,NORMAL,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00358,Point Machine,Signal Inspection,Axle counter indication fault,3,91,LOW,0,2.0,55,59,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00234,S&T,NORMAL,Friday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00248,Track Circuit,Signal Maintenance,Signal aspect fault,4,13,LOW,5,1.0,10,47,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00235,S&T,NORMAL,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00289,Point Machine,Signal Inspection,Communication equipment fault,2,71,MEDIUM,0,1.5,65,86,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00236,S&T,URGENT,Saturday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00264,Track Circuit,Point Machine Maintenance,Signal aspect fault,3,73,HIGH,2,0.5,59,50,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00237,S&T,NORMAL,Saturday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00187,Signal,Signal Inspection,Axle counter indication fault,1,26,NORMAL,0,1.0,29,60,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00238,S&T,NORMAL,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00184,Telecom,Track Circuit Testing,Communication equipment fault,5,14,NORMAL,0,2.0,45,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00239,S&T,NORMAL,Saturday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00259,Track Circuit,Track Circuit Testing,Track circuit intermittent fault,1,68,LOW,5,3.0,58,54,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00240,S&T,URGENT,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00200,Telecom,Signal Inspection,Point machine abnormality,2,56,HIGH,0,3.0,59,22,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00241,S&T,URGENT,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00311,Point Machine,Track Circuit Testing,Point machine abnormality,4,70,HIGH,5,2.0,75,58,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00242,S&T,URGENT,Monday,C01,C01-S02,C01-WA02,ST01,ST02,S&T-00314,Track Circuit,Telecom Maintenance,Communication equipment fault,3,74,HIGH,7,2.5,59,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00243,S&T,NORMAL,Monday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00211,Track Circuit,Point Machine Maintenance,Track circuit intermittent fault,5,47,MEDIUM,0,2.5,25,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00244,S&T,NORMAL,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00346,Telecom,Track Circuit Testing,Communication equipment fault,2,25,LOW,1,2.0,37,32,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00245,S&T,NORMAL,Sunday,C04,C04-S04,C04-WA04,ST04,ST05,S&T-00228,Signal,Axle Counter Inspection,Signal aspect fault,3,43,LOW,0,1.5,39,41,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00246,S&T,NORMAL,Monday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00268,Signal,Point Machine Maintenance,Axle counter indication fault,2,83,LOW,2,3.0,69,78,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00247,S&T,NORMAL,Friday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00228,Telecom,Point Machine Maintenance,Signal aspect fault,3,55,MEDIUM,0,2.5,10,78,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00248,S&T,NORMAL,Sunday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00268,Signal,Signal Inspection,Signal aspect fault,3,74,MEDIUM,2,1.5,39,70,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00249,S&T,NORMAL,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00360,Axle Counter,Axle Counter Inspection,Axle counter indication fault,5,49,NORMAL,1,1.0,13,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00250,S&T,NORMAL,Saturday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00264,Track Circuit,Telecom Maintenance,Point machine abnormality,5,63,MEDIUM,0,2.5,54,46,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00251,S&T,NORMAL,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00240,Axle Counter,Track Circuit Testing,Point machine abnormality,3,99,NORMAL,5,1.5,81,65,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00252,S&T,URGENT,Tuesday,C01,C01-S02,C01-WA02,ST01,ST02,S&T-00312,Signal,Signal Maintenance,Axle counter indication fault,3,55,HIGH,5,1.5,24,95,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00253,S&T,NORMAL,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00283,Signal,Track Circuit Testing,Axle counter indication fault,2,56,MEDIUM,2,3.0,69,14,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00254,S&T,NORMAL,Sunday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00342,Point Machine,Point Machine Maintenance,Communication equipment fault,4,95,LOW,5,1.0,72,100,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00255,S&T,NORMAL,Friday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00285,Track Circuit,Telecom Maintenance,Point machine abnormality,2,41,NORMAL,0,2.0,60,52,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00256,S&T,NORMAL,Friday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00349,Axle Counter,Track Circuit Testing,Track circuit intermittent fault,2,52,MEDIUM,1,2.0,52,100,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00257,S&T,NORMAL,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00311,Signal,Point Machine Maintenance,Point machine abnormality,4,83,NORMAL,0,1.5,69,31,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00258,S&T,URGENT,Saturday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00249,Axle Counter,Telecom Maintenance,Axle counter indication fault,5,71,HIGH,3,1.5,43,53,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00259,S&T,NORMAL,Monday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00311,Track Circuit,Point Machine Maintenance,Track circuit intermittent fault,1,96,LOW,2,3.0,75,56,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00260,S&T,NORMAL,Friday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00346,Axle Counter,Telecom Maintenance,Signal aspect fault,3,37,MEDIUM,0,1.5,19,52,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00261,S&T,NORMAL,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00341,Signal,Signal Inspection,Point machine abnormality,3,55,NORMAL,5,2.5,67,49,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00262,S&T,NORMAL,Monday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00324,Track Circuit,Telecom Maintenance,Signal aspect fault,4,62,LOW,0,2.0,70,59,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00263,S&T,EMERGENCY,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00209,Axle Counter,Signal Maintenance,Axle counter indication fault,3,51,IMMEDIATE,0,2.5,10,57,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00264,S&T,NORMAL,Tuesday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00266,Track Circuit,Point Machine Maintenance,Signal aspect fault,2,39,LOW,0,1.5,36,55,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00265,S&T,EMERGENCY,Monday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00234,Point Machine,Axle Counter Inspection,Communication equipment fault,3,53,IMMEDIATE,2,1.0,33,40,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00266,S&T,NORMAL,Tuesday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00265,Track Circuit,Signal Inspection,Point machine abnormality,4,19,MEDIUM,7,2.0,27,100,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00267,S&T,NORMAL,Friday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00339,Telecom,Track Circuit Testing,Signal aspect fault,4,65,LOW,3,0.5,57,49,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00268,S&T,NORMAL,Saturday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00227,Axle Counter,Point Machine Maintenance,Communication equipment fault,4,83,NORMAL,0,1.5,34,75,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00269,S&T,NORMAL,Friday,C04,C04-S04,C04-WA04,ST04,ST05,S&T-00197,Axle Counter,Track Circuit Testing,Point machine abnormality,4,81,NORMAL,1,1.5,44,70,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00270,S&T,NORMAL,Friday,C01,C01-S03,C01-WA03,ST01,ST02,S&T-00316,Telecom,Point Machine Maintenance,Axle counter indication fault,5,19,LOW,0,1.0,13,56,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00271,S&T,EMERGENCY,Saturday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00348,Telecom,Track Circuit Testing,Point machine abnormality,2,10,IMMEDIATE,1,2.5,10,61,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00272,S&T,NORMAL,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,S&T-00255,Axle Counter,Telecom Maintenance,Track circuit intermittent fault,2,62,NORMAL,0,2.5,50,26,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00273,S&T,NORMAL,Saturday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00348,Telecom,Telecom Maintenance,Axle counter indication fault,2,77,NORMAL,2,1.0,36,57,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00274,S&T,NORMAL,Sunday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00342,Axle Counter,Point Machine Maintenance,Point machine abnormality,3,61,LOW,1,1.0,49,49,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00275,S&T,NORMAL,Friday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00333,Point Machine,Signal Maintenance,Axle counter indication fault,4,43,NORMAL,1,2.0,60,88,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00276,S&T,URGENT,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00204,Track Circuit,Signal Maintenance,Signal aspect fault,2,91,HIGH,1,1.0,31,38,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00277,S&T,URGENT,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00287,Axle Counter,Telecom Maintenance,Axle counter indication fault,4,34,HIGH,0,1.0,45,50,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00278,S&T,NORMAL,Friday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00194,Signal,Axle Counter Inspection,Communication equipment fault,4,75,LOW,10,2.5,44,53,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00279,S&T,NORMAL,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00301,Signal,Track Circuit Testing,Axle counter indication fault,3,44,NORMAL,0,3.0,26,48,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00280,S&T,NORMAL,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00198,Signal,Axle Counter Inspection,Signal aspect fault,4,53,NORMAL,7,2.5,15,45,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00281,Traction,NORMAL,Monday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00448,OHE,Isolator Maintenance,Catenary alignment issue,3,60,MEDIUM,5,3.0,35,92,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00282,Traction,NORMAL,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00475,Pantograph Interface,Traction Equipment Inspection,Traction mast defect,4,30,NORMAL,1,3.0,10,50,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00283,Traction,NORMAL,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00478,OHE,OHE Maintenance,Traction mast defect,4,86,MEDIUM,0,2.5,53,45,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00284,Traction,EMERGENCY,Friday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00391,Catenary,OHE Inspection,Contact wire wear,3,82,IMMEDIATE,3,1.0,57,46,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00285,Traction,NORMAL,Friday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00445,Isolator,Traction Equipment Inspection,Traction mast defect,4,81,NORMAL,0,2.5,57,31,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00286,Traction,NORMAL,Sunday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00535,OHE,OHE Inspection,OHE fitting deterioration,3,77,MEDIUM,0,2.5,54,82,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00287,Traction,URGENT,Thursday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00377,Traction Mast,Traction Equipment Inspection,Traction mast defect,4,48,HIGH,10,2.0,34,49,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00288,Traction,NORMAL,Monday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00403,Traction Mast,OHE Inspection,Traction mast defect,3,71,MEDIUM,10,1.5,53,87,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00289,Traction,NORMAL,Tuesday,C02,C02-S03,C02-WA03,ST02,ST03,TRA-00499,OHE,Catenary Inspection,Traction mast defect,3,97,MEDIUM,5,2.0,86,72,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00290,Traction,NORMAL,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00485,OHE,OHE Inspection,OHE fitting deterioration,2,43,MEDIUM,7,2.5,28,50,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
