asset_id,department,asset_type,component_type,corridor_id,subsection_id,work_area_id,from_station,to_station,asset_status,criticality_class,typical_issue
TRA-00404,Traction,Catenary,Catenary,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00405,Traction,Isolator,Isolator,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00406,Traction,OHE,Contact Wire,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,MEDIUM,Contact wire wear
TRA-00407,Traction,Traction Mast,Mast,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,MEDIUM,Traction mast defect
TRA-00408,Traction,Catenary,Catenary,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,LOW,Catenary alignment issue
TRA-00409,Traction,Traction Mast,Mast,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,LOW,Traction mast defect
TRA-00410,Traction,OHE,Fitting,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00411,Traction,Catenary,Catenary,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,MEDIUM,Catenary alignment issue
TRA-00412,Traction,Catenary,Catenary,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00413,Traction,OHE,Contact Wire,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,CRITICAL,Contact wire wear
TRA-00414,Traction,Traction Mast,Mast,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,LOW,Traction mast defect
TRA-00415,Traction,Traction Mast,Mast,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00416,Traction,OHE,Contact Wire,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,HIGH,Contact wire wear
TRA-00417,Traction,Traction Mast,Mast,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00418,Traction,Traction Mast,Mast,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,HIGH,Traction mast defect
TRA-00419,Traction,OHE,Contact Wire,C02,C02-S02,C02-WA02,ST02,ST03,MONITORING,MEDIUM,Contact wire wear
TRA-00420,Traction,Traction Mast,Mast,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00421,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,LOW,Catenary alignment issue
TRA-00422,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,CRITICAL,OHE fitting deterioration
TRA-00423,Traction,OHE,Contact Wire,C04,C04-S03,C04-WA03,ST04,ST05,MONITORING,HIGH,Contact wire wear
TRA-00424,Traction,Isolator,Isolator,C01,C01-S01,C01-WA01,ST01,ST02,MONITORING,MEDIUM,Insulator condition issue
TRA-00425,Traction,Traction Mast,Mast,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,CRITICAL,Traction mast defect
TRA-00426,Traction,Isolator,Isolator,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,CRITICAL,Insulator condition issue
TRA-00427,Traction,Isolator,Isolator,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00428,Traction,Traction Mast,Mast,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,HIGH,Traction mast defect
TRA-00429,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,LOW,Catenary alignment issue
TRA-00430,Traction,OHE,Fitting,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00431,Traction,Isolator,Isolator,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00432,Traction,Traction Mast,Mast,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00433,Traction,Traction Mast,Mast,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,LOW,Traction mast defect
TRA-00434,Traction,Traction Mast,Mast,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,LOW,Traction mast defect
TRA-00435,Traction,Catenary,Catenary,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,LOW,Catenary alignment issue
TRA-00436,Traction,Traction Mast,Mast,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,CRITICAL,Traction mast defect
TRA-00437,Traction,OHE,Contact Wire,C03,C03-S03,C03-WA03,ST03,ST04,MONITORING,LOW,Contact wire wear
TRA-00438,Traction,Traction Mast,Mast,C04,C04-S02,C04-WA02,ST04,ST05,MONITORING,HIGH,Traction mast defect
TRA-00439,Traction,OHE,Fitting,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,LOW,OHE fitting deterioration
TRA-00440,Traction,OHE,Contact Wire,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,MEDIUM,Contact wire wear
TRA-00441,Traction,Catenary,Catenary,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00442,Traction,Traction Mast,Mast,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00443,Traction,Traction Mast,Mast,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,LOW,Traction mast defect
TRA-00444,Traction,OHE,Contact Wire,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,CRITICAL,Contact wire wear
TRA-00445,Traction,Traction Mast,Mast,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00446,Traction,OHE,Contact Wire,C04,C04-S04,C04-WA04,ST04,ST05,MONITORING,LOW,Contact wire wear
TRA-00447,Traction,Isolator,Isolator,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,CRITICAL,Insulator condition issue
TRA-00448,Traction,Catenary,Catenary,C02,C02-S01,C02-WA01,ST02,ST03,MONITORING,MEDIUM,Catenary alignment issue
TRA-00449,Traction,OHE,Contact Wire,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,HIGH,Contact wire wear
TRA-00450,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,LOW,Catenary alignment issue
TRA-00451,Traction,OHE,Fitting,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,CRITICAL,OHE fitting deterioration
TRA-00452,Traction,OHE,Fitting,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00453,Traction,Isolator,Isolator,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00454,Traction,Catenary,Catenary,C02,C02-S02,C02-WA02,ST02,ST03,MONITORING,CRITICAL,Catenary alignment issue
TRA-00455,Traction,OHE,Contact Wire,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,LOW,Contact wire wear
TRA-00456,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,LOW,Catenary alignment issue
TRA-00457,Traction,Traction Mast,Mast,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00458,Traction,Traction Mast,Mast,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,HIGH,Traction mast defect
TRA-00459,Traction,Isolator,Isolator,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00460,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,LOW,OHE fitting deterioration
TRA-00461,Traction,Traction Mast,Mast,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,LOW,Traction mast defect
TRA-00462,Traction,Isolator,Isolator,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,LOW,Insulator condition issue
TRA-00463,Traction,Traction Mast,Mast,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00464,Traction,Catenary,Catenary,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,LOW,Catenary alignment issue
TRA-00465,Traction,Isolator,Isolator,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00466,Traction,Isolator,Isolator,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00467,Traction,Catenary,Catenary,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00468,Traction,OHE,Fitting,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00469,Traction,Isolator,Isolator,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00470,Traction,OHE,Fitting,C04,C04-S04,C04-WA04,ST04,ST05,MONITORING,CRITICAL,OHE fitting deterioration
TRA-00471,Traction,Traction Mast,Mast,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,HIGH,Traction mast defect
TRA-00472,Traction,Isolator,Isolator,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,MEDIUM,Insulator condition issue
TRA-00473,Traction,Isolator,Isolator,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,LOW,Insulator condition issue
TRA-00474,Traction,Catenary,Catenary,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00475,Traction,Traction Mast,Mast,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00476,Traction,Catenary,Catenary,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,LOW,Catenary alignment issue
TRA-00477,Traction,Catenary,Catenary,C01,C01-S01,C01-WA01,ST01,ST02,MONITORING,MEDIUM,Catenary alignment issue
TRA-00478,Traction,OHE,Contact Wire,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,MEDIUM,Contact wire wear
TRA-00479,Traction,Traction Mast,Mast,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,MEDIUM,Traction mast defect
TRA-00480,Traction,OHE,Fitting,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,LOW,OHE fitting deterioration
TRA-00481,Traction,OHE,Contact Wire,C01,C01-S02,C01-WA02,ST01,ST02,MONITORING,MEDIUM,Contact wire wear
TRA-00482,Traction,Catenary,Catenary,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,CRITICAL,Catenary alignment issue
TRA-00483,Traction,Isolator,Isolator,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,HIGH,Insulator condition issue
TRA-00484,Traction,OHE,Fitting,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00485,Traction,Traction Mast,Mast,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,CRITICAL,Traction mast defect
TRA-00486,Traction,OHE,Fitting,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,HIGH,OHE fitting deterioration
TRA-00487,Traction,Traction Mast,Mast,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,MEDIUM,Traction mast defect
TRA-00488,Traction,Isolator,Isolator,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,LOW,Insulator condition issue
TRA-00489,Traction,Traction Mast,Mast,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00490,Traction,OHE,Contact Wire,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,LOW,Contact wire wear
TRA-00491,Traction,OHE,Fitting,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,HIGH,OHE fitting deterioration
TRA-00492,Traction,Isolator,Isolator,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,LOW,Insulator condition issue
TRA-00493,Traction,OHE,Fitting,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00494,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,LOW,OHE fitting deterioration
TRA-00495,Traction,Traction Mast,Mast,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00496,Traction,Isolator,Isolator,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,CRITICAL,Insulator condition issue
TRA-00497,Traction,Traction Mast,Mast,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,LOW,Traction mast defect
TRA-00498,Traction,Catenary,Catenary,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,LOW,Catenary alignment issue
TRA-00499,Traction,OHE,Contact Wire,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,CRITICAL,Contact wire wear
TRA-00500,Traction,Isolator,Isolator,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00501,Traction,OHE,Contact Wire,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,LOW,Contact wire wear
TRA-00502,Traction,OHE,Contact Wire,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,LOW,Contact wire wear
TRA-00503,Traction,Isolator,Isolator,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,HIGH,Insulator condition issue
TRA-00504,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,MEDIUM,OHE fitting deterioration
TRA-00505,Traction,Isolator,Isolator,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,LOW,Insulator condition issue
TRA-00506,Traction,OHE,Fitting,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,CRITICAL,OHE fitting deterioration
TRA-00507,Traction,OHE,Fitting,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00508,Traction,OHE,Fitting,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00509,Traction,Catenary,Catenary,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00510,Traction,Isolator,Isolator,C02,C02-S02,C02-WA02,ST02,ST03,MONITORING,HIGH,Insulator condition issue
TRA-00511,Traction,OHE,Fitting,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,LOW,OHE fitting deterioration
TRA-00512,Traction,Isolator,Isolator,C01,C01-S02,C01-WA02,ST01,ST02,MONITORING,MEDIUM,Insulator condition issue
TRA-00513,Traction,Traction Mast,Mast,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00514,Traction,OHE,Fitting,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,LOW,OHE fitting deterioration
TRA-00515,Traction,Catenary,Catenary,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,CRITICAL,Catenary alignment issue
TRA-00516,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00517,Traction,Traction Mast,Mast,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00518,Traction,OHE,Contact Wire,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,LOW,Contact wire wear
TRA-00519,Traction,OHE,Fitting,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00520,Traction,Isolator,Isolator,C02,C02-S02,C02-WA02,ST02,ST03,MONITORING,MEDIUM,Insulator condition issue
TRA-00521,Traction,OHE,Fitting,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00522,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Catenary alignment issue
TRA-00523,Traction,OHE,Fitting,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,HIGH,OHE fitting deterioration
TRA-00524,Traction,Catenary,Catenary,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,LOW,Catenary alignment issue
TRA-00525,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,MEDIUM,OHE fitting deterioration
TRA-00526,Traction,Traction Mast,Mast,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,LOW,Traction mast defect
TRA-00527,Traction,Catenary,Catenary,C02,C02-S01,C02-WA01,ST02,ST03,MONITORING,CRITICAL,Catenary alignment issue
TRA-00528,Traction,OHE,Fitting,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,MEDIUM,OHE fitting deterioration
TRA-00529,Traction,OHE,Fitting,C04,C04-S02,C04-WA02,ST04,ST05,MONITORING,CRITICAL,OHE fitting deterioration
TRA-00530,Traction,Traction Mast,Mast,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00531,Traction,Isolator,Isolator,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,LOW,Insulator condition issue
TRA-00532,Traction,OHE,Fitting,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,HIGH,OHE fitting deterioration
TRA-00533,Traction,Traction Mast,Mast,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,LOW,Traction mast defect
TRA-00534,Traction,Traction Mast,Mast,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,HIGH,Traction mast defect
TRA-00535,Traction,Traction Mast,Mast,C03,C03-S01,C03-WA01,ST03,ST04,MONITORING,HIGH,Traction mast defect
TRA-00536,Traction,OHE,Contact Wire,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,HIGH,Contact wire wear
TRA-00537,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00538,Traction,Traction Mast,Mast,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,LOW,Traction mast defect
TRA-00539,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00540,Traction,OHE,Contact Wire,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,LOW,Contact wire wear
