task_id,asset_id,department,asset_type,defect_type,maintenance_type,severity,criticality,overdue_days,estimated_duration_hours,safety_risk,operational_impact,corridor_id,deadline,priority_score,priority_class
M-004929,TR-0077,Traction,Insulator,OHE Wear,Preventive,1,66,5,2.0,22,44,C02,2026-08-28,38.55,Low
M-004930,EN-0081,Engineering,Ballast,Track Geometry Deviation,Preventive,3,90,8,1.0,60,64,C08,2026-08-29,66.6,High
M-004931,EN-0043,Engineering,Track,Track Geometry Deviation,Preventive,2,43,0,0.5,44,32,C03,2026-08-26,34.5,Low
M-004932,S&-0057,S&T,Interlocking,Signal Failure,Preventive,2,76,10,1.5,32,56,C04,2026-08-27,53.1,Medium
M-004933,TR-0078,Traction,Insulator,OHE Wear,Preventive,1,48,0,1.0,37,39,C13,2026-08-28,31.65,Low
M-004934,S&-0003,S&T,Track Circuit,Interlocking Fault,Corrective,4,57,12,2.0,55,59,C20,2026-08-26,61.95,High
M-004935,TR-0020,Traction,Isolator,Insulator Defect,Preventive,5,51,19,0.5,85,59,C09,2026-08-28,75.4,High
M-004936,EN-0003,Engineering,Track,Ballast Defect,Inspection,1,39,15,1.5,14,27,C20,2026-08-27,33.8,Low
M-004937,S&-0009,S&T,Signal,Track Circuit Fault,Overdue,4,73,20,3.0,69,64,C01,2026-08-29,76.3,High
M-004938,S&-0135,S&T,Interlocking,Signal Failure,Corrective,4,56,9,2.0,64,61,C18,2026-08-26,61.5,High
M-004939,S&-0033,S&T,Track Circuit,Interlocking Fault,Preventive,5,80,11,2.0,95,77,C02,2026-08-29,82.8,Critical
M-004940,EN-0165,Engineering,Track,Ballast Defect,Corrective,4,34,0,2.0,57,46,C19,2026-08-25,44.5,Medium
M-004941,EN-0159,Engineering,Track,Sleeper Defect,Preventive,2,35,15,1.0,39,26,C08,2026-08-31,41.45,Medium
M-004942,EN-0153,Engineering,Track,Sleeper Defect,Corrective,5,61,4,2.0,100,74,C12,2026-08-30,72.4,High
M-004943,S&-0022,S&T,Point Machine,Point Machine Degradation,Preventive,5,25,0,0.5,88,58,C11,2026-08-27,53.8,Medium
M-004944,S&-0054,S&T,Point Machine,Interlocking Fault,Preventive,3,87,16,4.0,54,68,C20,2026-08-31,71.1,High
M-004945,EN-0056,Engineering,Track,Rail Crack,Corrective,3,46,1,0.5,65,39,C10,2026-08-27,45.4,Medium
M-004946,EN-0093,Engineering,Ballast,Sleeper Defect,Corrective,2,88,20,2.0,24,73,C02,2026-08-25,65.15,High
M-004947,EN-0159,Engineering,Track,Ballast Defect,Overdue,3,43,0,0.5,46,41,C08,2026-08-27,40.25,Medium
M-004948,EN-0178,Engineering,Rail,Rail Wear,Inspection,5,76,11,2.0,87,93,C06,2026-08-28,82.4,Critical
M-004949,EN-0082,Engineering,Rail,Rail Crack,Inspection,5,43,3,1.0,92,67,C10,2026-08-31,63.6,High
M-004950,S&-0051,S&T,Interlocking,Point Machine Degradation,Preventive,1,74,11,1.0,7,50,C20,2026-08-30,43.35,Medium
M-004951,S&-0053,S&T,Interlocking,Signal Failure,Inspection,5,81,8,1.0,91,69,C06,2026-08-26,78.85,High
M-004952,EN-0057,Engineering,Ballast,Sleeper Defect,Preventive,3,14,7,1.5,48,33,C12,2026-08-29,36.0,Low
M-004953,TR-0057,Traction,Feeder,OHE Wear,Inspection,5,73,0,1.5,96,85,C10,2026-08-29,73.85,High
M-004954,S&-0019,S&T,Interlocking,Point Machine Degradation,Overdue,3,66,7,1.5,54,55,C20,2026-08-25,56.1,Medium
M-004955,S&-0056,S&T,Track Circuit,Interlocking Fault,Corrective,5,36,13,4.0,87,62,C16,2026-08-25,67.25,High
M-004956,S&-0131,S&T,Signal,Track Circuit Fault,Overdue,3,82,8,0.5,60,69,C08,2026-08-28,64.95,High
M-004957,EN-0057,Engineering,Ballast,Rail Crack,Overdue,1,35,0,1.5,15,30,C12,2026-08-27,22.0,Low
M-004958,EN-0066,Engineering,Sleeper,Ballast Defect,Inspection,4,62,0,1.5,76,65,C15,2026-08-29,59.55,Medium
M-004959,TR-0129,Traction,Insulator,Isolator Defect,Inspection,4,46,5,4.0,74,46,C04,2026-08-26,55.25,Medium
M-004960,TR-0032,Traction,OHE,Isolator Defect,Corrective,5,64,4,4.0,78,80,C18,2026-08-28,69.8,High
M-004961,EN-0054,Engineering,Sleeper,Rail Wear,Overdue,4,80,3,1.5,86,60,C10,2026-08-28,68.45,High
M-004962,TR-0007,Traction,Feeder,OHE Wear,Preventive,2,60,18,1.5,32,52,C08,2026-08-25,53.7,Medium
M-004963,EN-0091,Engineering,Track,Sleeper Defect,Corrective,2,87,7,1.5,42,66,C03,2026-08-31,57.65,Medium
M-004964,EN-0088,Engineering,Rail,Ballast Defect,Corrective,1,57,13,3.0,16,56,C03,2026-08-27,42.45,Medium
M-004965,S&-0009,S&T,Signal,Interlocking Fault,Overdue,5,70,11,1.5,86,76,C01,2026-08-30,77.85,High
M-004966,EN-0084,Engineering,Track,Ballast Defect,Inspection,5,73,8,3.0,78,88,C06,2026-08-31,76.7,High
M-004967,S&-0124,S&T,Signal,Signal Failure,Inspection,3,50,19,2.0,53,53,C14,2026-08-29,59.8,Medium
M-004968,EN-0138,Engineering,Rail,Ballast Defect,Overdue,1,80,5,3.0,19,51,C02,2026-08-27,43.2,Medium
M-004969,S&-0032,S&T,Point Machine,Track Circuit Fault,Preventive,3,85,2,3.0,62,54,C08,2026-08-30,59.5,Medium
M-004970,EN-0173,Engineering,Ballast,Rail Crack,Corrective,2,70,6,2.0,41,42,C09,2026-08-30,48.0,Medium
M-004971,S&-0007,S&T,Track Circuit,Point Machine Degradation,Inspection,2,53,5,1.5,49,45,C12,2026-08-31,44.2,Medium
M-004972,TR-0105,Traction,OHE,Feeder Inspection Overdue,Inspection,2,39,0,3.0,36,45,C17,2026-08-26,33.65,Low
M-004973,S&-0028,S&T,Track Circuit,Interlocking Fault,Corrective,1,67,1,2.0,16,50,C02,2026-08-26,35.55,Low
M-004974,EN-0151,Engineering,Ballast,Rail Crack,Preventive,4,52,1,1.5,70,61,C01,2026-08-26,55.5,Medium
M-004975,S&-0075,S&T,Interlocking,Signal Failure,Overdue,1,69,0,4.0,22,42,C08,2026-08-31,35.4,Low
M-004976,TR-0069,Traction,Isolator,Insulator Defect,Overdue,2,48,15,2.0,34,23,C13,2026-08-29,43.9,Medium
M-004977,EN-0059,Engineering,Ballast,Ballast Defect,Inspection,3,50,9,1.5,55,40,C11,2026-08-29,50.75,Medium
M-004978,EN-0175,Engineering,Rail,Track Geometry Deviation,Corrective,2,73,12,2.0,44,59,C10,2026-08-29,56.55,Medium
M-004979,TR-0008,Traction,Insulator,Feeder Inspection Overdue,Preventive,1,55,0,4.0,27,45,C20,2026-08-27,32.65,Low
M-004980,TR-0001,Traction,OHE,Feeder Inspection Overdue,Inspection,4,83,0,2.0,76,83,C03,2026-08-28,68.55,High
M-004981,TR-0130,Traction,Isolator,Insulator Defect,Corrective,3,59,27,2.0,63,50,C14,2026-08-30,64.8,High
M-004982,S&-0119,S&T,Track Circuit,Point Machine Degradation,Overdue,4,52,7,3.0,92,58,C12,2026-08-27,63.95,High
M-004983,TR-0078,Traction,Insulator,Insulator Defect,Preventive,4,41,5,3.0,77,68,C13,2026-08-26,57.65,Medium
M-004984,EN-0085,Engineering,Sleeper,Rail Crack,Overdue,5,93,9,0.5,97,88,C11,2026-08-28,87.25,Critical
M-004985,S&-0025,S&T,Point Machine,Track Circuit Fault,Corrective,1,44,7,1.0,15,32,C03,2026-08-29,30.25,Low
M-004986,TR-0048,Traction,Insulator,OHE Wear,Inspection,1,71,8,0.5,20,40,C17,2026-08-28,41.3,Medium
M-004987,EN-0017,Engineering,Sleeper,Track Geometry Deviation,Overdue,4,53,1,1.5,67,68,C09,2026-08-27,56.25,Medium
M-004988,TR-0045,Traction,OHE,OHE Wear,Overdue,1,29,0,1.0,17,19,C20,2026-08-25,18.95,Low
M-004989,S&-0103,S&T,Point Machine,Point Machine Degradation,Inspection,5,87,5,1.0,89,83,C18,2026-08-28,80.1,Critical
M-004990,S&-0062,S&T,Interlocking,Track Circuit Fault,Preventive,3,21,2,1.0,48,22,C12,2026-08-30,32.7,Low
M-004991,TR-0080,Traction,Isolator,Feeder Inspection Overdue,Corrective,4,94,18,3.0,58,81,C10,2026-08-30,81.45,Critical
M-004992,S&-0074,S&T,Point Machine,Interlocking Fault,Preventive,3,36,1,2.0,43,37,C12,2026-08-31,37.7,Low
M-004993,TR-0033,Traction,Insulator,Insulator Defect,Inspection,4,49,11,3.0,74,43,C16,2026-08-26,60.2,High
M-004994,EN-0019,Engineering,Track,Track Geometry Deviation,Corrective,5,57,0,0.5,92,69,C04,2026-08-29,65.85,High
M-004995,TR-0043,Traction,Feeder,Insulator Defect,Corrective,1,70,10,0.5,24,42,C17,2026-08-29,43.6,Medium
M-004996,EN-0096,Engineering,Rail,Rail Crack,Inspection,5,28,8,1.5,85,51,C16,2026-08-28,59.05,Medium
M-004997,S&-0001,S&T,Track Circuit,Interlocking Fault,Corrective,2,62,13,1.0,34,52,C06,2026-08-30,50.95,Medium
M-004998,EN-0071,Engineering,Ballast,Rail Wear,Overdue,4,47,8,1.5,63,60,C19,2026-08-25,57.7,Medium
M-004999,S&-0024,S&T,Signal,Signal Failure,Inspection,5,76,0,1.5,80,76,C02,2026-08-29,70.2,High
M-005000,S&-0100,S&T,Point Machine,Point Machine Degradation,Overdue,1,60,11,3.0,14,50,C14,2026-08-25,40.55,Medium
M-005001,EN-0009,Engineering,Track,Ballast Defect,Corrective,4,35,8,1.5,75,49,C03,2026-08-28,54.85,Medium
M-005002,TR-0042,Traction,Isolator,Insulator Defect,Inspection,1,57,20,3.0,18,44,C18,2026-08-27,46.3,Medium
M-005003,TR-0090,Traction,Feeder,OHE Wear,Inspection,1,48,0,4.0,21,31,C10,2026-08-27,27.25,Low
M-005004,S&-0003,S&T,Track Circuit,Signal Failure,Inspection,2,55,0,1.5,36,48,C20,2026-08-31,38.9,Low
M-005005,S&-0080,S&T,Point Machine,Interlocking Fault,Preventive,2,58,22,1.5,44,51,C15,2026-08-30,56.85,Medium
M-005006,S&-0039,S&T,Signal,Interlocking Fault,Overdue,2,77,5,1.0,45,59,C18,2026-08-27,52.7,Medium
M-005007,EN-0115,Engineering,Rail,Track Geometry Deviation,Preventive,4,50,14,1.5,79,47,C14,2026-08-25,64.35,High
M-005008,TR-0015,Traction,Insulator,Insulator Defect,Overdue,3,49,2,4.0,46,49,C15,2026-08-31,44.75,Medium
M-005009,S&-0106,S&T,Interlocking,Interlocking Fault,Preventive,5,81,1,2.0,96,67,C03,2026-08-27,74.3,High
M-005010,S&-0086,S&T,Interlocking,Point Machine Degradation,Overdue,4,80,12,3.0,78,67,C17,2026-08-25,74.65,High
M-005011,S&-0085,S&T,Track Circuit,Interlocking Fault,Inspection,3,45,20,1.0,49,54,C01,2026-08-31,58.4,Medium
M-005012,S&-0011,S&T,Point Machine,Interlocking Fault,Preventive,2,71,9,3.0,34,60,C10,2026-08-25,51.85,Medium
M-005013,TR-0085,Traction,Insulator,Isolator Defect,Corrective,2,58,0,3.0,35,48,C10,2026-08-31,39.6,Low
M-005014,EN-0025,Engineering,Ballast,Sleeper Defect,Preventive,5,88,11,0.5,100,100,C15,2026-08-30,89.65,Critical
M-005015,TR-0122,Traction,Isolator,Insulator Defect,Corrective,4,62,18,1.0,74,45,C20,2026-08-26,69.65,High
M-005016,EN-0126,Engineering,Ballast,Track Geometry Deviation,Overdue,1,62,19,3.0,18,51,C06,2026-08-25,48.1,Medium
M-005017,S&-0075,S&T,Interlocking,Interlocking Fault,Inspection,1,71,20,1.5,13,51,C08,2026-08-29,50.55,Medium
M-005018,S&-0051,S&T,Interlocking,Point Machine Degradation,Inspection,1,68,1,2.0,13,41,C20,2026-08-28,33.9,Low
M-005019,TR-0032,Traction,OHE,Isolator Defect,Corrective,4,67,3,1.5,65,51,C18,2026-08-30,59.0,Medium
M-005020,S&-0031,S&T,Track Circuit,Point Machine Degradation,Corrective,1,39,9,1.5,6,28,C17,2026-08-27,27.85,Low
M-005021,S&-0109,S&T,Signal,Point Machine Degradation,Preventive,1,23,2,1.0,20,15,C09,2026-08-29,18.65,Low
M-005022,S&-0054,S&T,Point Machine,Signal Failure,Corrective,4,86,2,4.0,68,85,C20,2026-08-25,69.65,High
M-005023,S&-0057,S&T,Interlocking,Interlocking Fault,Preventive,2,89,0,4.0,38,72,C04,2026-08-25,53.1,Medium
M-005024,S&-0038,S&T,Signal,Interlocking Fault,Overdue,5,100,0,3.0,86,90,C18,2026-08-31,80.7,Critical
M-005025,EN-0047,Engineering,Rail,Rail Crack,Corrective,5,50,11,0.5,94,57,C18,2026-08-31,70.6,High
M-005026,S&-0068,S&T,Interlocking,Signal Failure,Corrective,3,18,20,1.5,46,25,C04,2026-08-31,45.35,Medium
M-005027,S&-0121,S&T,Track Circuit,Point Machine Degradation,Preventive,2,79,28,1.0,40,55,C11,2026-08-30,62.95,High
M-005028,TR-0010,Traction,OHE,Insulator Defect,Inspection,1,76,11,0.5,26,34,C12,2026-08-27,45.35,Medium
M-005029,S&-0075,S&T,Interlocking,Track Circuit Fault,Overdue,3,68,0,0.5,52,61,C08,2026-08-30,51.95,Medium
M-005030,TR-0046,Traction,Isolator,OHE Wear,Inspection,1,52,20,4.0,15,35,C11,2026-08-26,42.85,Medium
M-005031,S&-0045,S&T,Track Circuit,Signal Failure,Corrective,5,65,7,3.0,96,77,C19,2026-08-30,75.5,High
M-005032,S&-0107,S&T,Signal,Interlocking Fault,Overdue,5,77,9,0.5,85,76,C08,2026-08-28,78.25,High
M-005033,TR-0075,Traction,Feeder,Insulator Defect,Preventive,4,67,18,0.5,86,72,C11,2026-08-28,77.6,High
M-005034,EN-0007,Engineering,Ballast,Ballast Defect,Corrective,5,73,0,1.5,97,86,C15,2026-08-30,74.2,High
M-005035,EN-0078,Engineering,Track,Sleeper Defect,Overdue,2,57,0,3.0,34,45,C06,2026-08-29,38.65,Low
M-005036,EN-0075,Engineering,Track,Rail Wear,Inspection,3,81,4,1.5,44,66,C10,2026-08-26,58.0,Medium
M-005037,S&-0106,S&T,Interlocking,Signal Failure,Preventive,5,69,15,4.0,87,91,C03,2026-08-28,83.0,Critical
M-005038,S&-0009,S&T,Signal,Point Machine Degradation,Overdue,1,67,22,0.5,10,27,C01,2026-08-25,45.15,Medium
M-005039,EN-0052,Engineering,Sleeper,Rail Crack,Corrective,3,52,3,4.0,44,52,C13,2026-08-26,46.45,Medium
M-005040,S&-0077,S&T,Track Circuit,Interlocking Fault,Preventive,5,82,5,4.0,87,83,C17,2026-08-26,78.2,High
M-005041,EN-0140,Engineering,Sleeper,Ballast Defect,Inspection,5,48,14,0.5,98,65,C01,2026-08-25,74.25,High
M-005042,S&-0137,S&T,Interlocking,Interlocking Fault,Overdue,3,78,0,4.0,56,60,C15,2026-08-29,55.6,Medium
M-005043,EN-0081,Engineering,Ballast,Rail Crack,Corrective,1,90,0,3.0,9,57,C08,2026-08-25,41.35,Medium
M-005044,TR-0108,Traction,Isolator,OHE Wear,Inspection,3,75,0,3.0,38,69,C10,2026-08-27,52.45,Medium
M-005045,TR-0026,Traction,Insulator,Feeder Inspection Overdue,Corrective,2,58,0,3.0,34,47,C18,2026-08-27,39.25,Low
M-005046,S&-0080,S&T,Point Machine,Signal Failure,Corrective,3,63,13,0.5,59,52,C15,2026-08-27,60.25,High
M-005047,S&-0076,S&T,Track Circuit,Point Machine Degradation,Overdue,3,55,0,0.5,56,57,C04,2026-08-25,48.25,Medium
M-005048,TR-0116,Traction,Insulator,Feeder Inspection Overdue,Corrective,3,17,17,0.5,64,29,C20,2026-08-31,47.0,Medium
M-005049,TR-0075,Traction,Feeder,Isolator Defect,Corrective,5,55,3,3.0,77,66,C11,2026-08-31,64.05,High
M-005050,S&-0067,S&T,Signal,Signal Failure,Inspection,1,44,4,1.0,17,26,C16,2026-08-26,27.5,Low
M-005051,TR-0012,Traction,Insulator,Feeder Inspection Overdue,Preventive,2,54,14,3.0,26,51,C10,2026-08-25,47.55,Medium
M-005052,TR-0100,Traction,Isolator,Feeder Inspection Overdue,Preventive,5,60,23,1.0,100,69,C09,2026-08-27,83.35,Critical
M-005053,EN-0035,Engineering,Track,Rail Crack,Inspection,5,54,15,0.5,92,53,C02,2026-08-30,73.8,High
M-005054,TR-0124,Traction,OHE,Isolator Defect,Overdue,5,49,7,3.0,93,56,C03,2026-08-25,66.95,High
M-005055,EN-0092,Engineering,Ballast,Rail Crack,Corrective,3,90,17,2.0,47,89,C11,2026-08-26,74.5,High
M-005056,TR-0120,Traction,Isolator,OHE Wear,Overdue,1,77,17,2.0,1,39,C19,2026-08-31,45.9,Medium
M-005057,EN-0022,Engineering,Rail,Rail Wear,Overdue,1,62,9,4.0,15,46,C05,2026-08-31,39.25,Low
M-005058,EN-0076,Engineering,Rail,Ballast Defect,Overdue,5,70,15,1.5,82,81,C14,2026-08-25,80.8,Critical
M-005059,EN-0004,Engineering,Ballast,Ballast Defect,Corrective,2,71,10,0.5,33,53,C09,2026-08-29,51.35,Medium
M-005060,S&-0118,S&T,Track Circuit,Signal Failure,Overdue,1,76,14,1.5,16,60,C20,2026-08-29,49.5,Medium
M-005061,TR-0108,Traction,Isolator,Isolator Defect,Preventive,3,72,21,1.5,53,59,C10,2026-08-31,68.05,High
M-005062,EN-0118,Engineering,Sleeper,Rail Wear,Inspection,3,86,15,4.0,46,54,C01,2026-08-29,66.35,High
M-005063,S&-0115,S&T,Track Circuit,Track Circuit Fault,Inspection,1,55,0,2.0,20,33,C07,2026-08-27,29.45,Low
M-005064,EN-0159,Engineering,Track,Sleeper Defect,Corrective,2,22,8,0.5,30,20,C08,2026-08-31,29.6,Low
M-005065,TR-0011,Traction,OHE,Insulator Defect,Overdue,2,27,14,4.0,46,37,C20,2026-08-27,41.35,Medium
M-005066,S&-0021,S&T,Point Machine,Point Machine Degradation,Inspection,3,65,8,1.0,58,68,C02,2026-08-31,59.3,Medium
M-005067,TR-0032,Traction,OHE,OHE Wear,Overdue,4,73,1,4.0,75,84,C18,2026-08-25,66.25,High
M-005068,TR-0114,Traction,Isolator,Insulator Defect,Preventive,1,88,3,3.0,19,36,C01,2026-08-31,41.85,Medium
M-005069,EN-0145,Engineering,Rail,Sleeper Defect,Corrective,2,71,0,0.5,45,48,C04,2026-08-28,45.5,Medium
M-005070,EN-0083,Engineering,Track,Ballast Defect,Corrective,1,91,5,2.0,27,58,C03,2026-08-25,49.15,Medium
M-005071,TR-0064,Traction,Insulator,Insulator Defect,Preventive,4,93,5,0.5,87,74,C19,2026-08-25,76.15,High
M-005072,EN-0115,Engineering,Rail,Rail Crack,Corrective,1,67,12,1.5,17,36,C14,2026-08-30,41.9,Medium
M-005073,TR-0093,Traction,Insulator,Insulator Defect,Overdue,2,70,4,1.5,25,55,C08,2026-08-29,45.25,Medium
M-005074,TR-0065,Traction,Feeder,Isolator Defect,Inspection,5,50,0,1.5,87,73,C12,2026-08-29,63.35,High
M-005075,EN-0076,Engineering,Rail,Track Geometry Deviation,Inspection,4,62,4,1.0,72,57,C14,2026-08-26,60.55,High
M-005076,EN-0100,Engineering,Track,Sleeper Defect,Inspection,1,82,2,2.0,22,51,C01,2026-08-28,42.15,Medium
M-005077,EN-0111,Engineering,Rail,Rail Wear,Preventive,3,48,20,3.0,48,52,C09,2026-08-31,58.8,Medium
M-005078,EN-0147,Engineering,Rail,Rail Wear,Preventive,4,43,0,0.5,62,45,C02,2026-08-25,48.05,Medium
M-005079,S&-0018,S&T,Interlocking,Track Circuit Fault,Overdue,4,65,16,4.0,82,57,C15,2026-08-25,72.45,High
M-005080,S&-0139,S&T,Point Machine,Track Circuit Fault,Corrective,5,54,2,0.5,91,43,C09,2026-08-28,62.35,High
M-005081,EN-0141,Engineering,Ballast,Track Geometry Deviation,Corrective,2,69,2,0.5,40,50,C11,2026-08-28,45.7,Medium
M-005082,TR-0004,Traction,Isolator,OHE Wear,Corrective,5,74,22,0.5,84,80,C17,2026-08-25,86.0,Critical
M-005083,EN-0021,Engineering,Ballast,Sleeper Defect,Preventive,1,75,0,3.0,17,48,C08,2026-08-27,37.1,Low
M-005084,TR-0002,Traction,Feeder,Insulator Defect,Overdue,4,64,16,1.5,77,64,C13,2026-08-27,72.2,High
M-005085,TR-0108,Traction,Isolator,Feeder Inspection Overdue,Corrective,4,86,1,1.5,76,80,C10,2026-08-28,69.75,High
M-005086,S&-0059,S&T,Track Circuit,Signal Failure,Preventive,1,40,16,1.0,21,37,C13,2026-08-31,37.75,Low
M-005087,EN-0155,Engineering,Track,Rail Wear,Corrective,2,59,0,2.0,28,61,C19,2026-08-30,40.45,Medium
M-005088,TR-0030,Traction,Insulator,Feeder Inspection Overdue,Inspection,4,82,6,2.0,87,63,C10,2026-08-29,71.95,High
M-005089,EN-0120,Engineering,Ballast,Ballast Defect,Preventive,2,51,12,1.0,32,50,C03,2026-08-29,46.2,Medium
M-005090,EN-0011,Engineering,Rail,Rail Wear,Corrective,2,50,18,0.5,38,45,C12,2026-08-25,50.85,Medium
M-005091,TR-0013,Traction,Isolator,Insulator Defect,Inspection,3,80,12,1.5,53,56,C04,2026-08-31,64.0,High
M-005092,TR-0045,Traction,OHE,Feeder Inspection Overdue,Corrective,5,9,7,4.0,94,35,C20,2026-08-31,52.0,Medium
M-005093,S&-0010,S&T,Signal,Point Machine Degradation,Corrective,2,58,11,1.0,30,52,C12,2026-08-29,47.45,Medium
M-005094,EN-0161,Engineering,Sleeper,Ballast Defect,Corrective,5,60,8,2.0,83,67,C03,2026-08-25,70.65,High
M-005095,EN-0030,Engineering,Sleeper,Sleeper Defect,Inspection,4,60,10,2.0,80,34,C06,2026-08-30,62.6,High
M-005096,S&-0091,S&T,Track Circuit,Interlocking Fault,Inspection,2,100,14,1.5,42,70,C08,2026-08-25,67.4,High
M-005097,S&-0050,S&T,Track Circuit,Interlocking Fault,Inspection,1,57,11,3.0,17,27,C18,2026-08-30,36.8,Low
M-005098,TR-0116,Traction,Insulator,OHE Wear,Inspection,1,36,15,3.0,25,21,C20,2026-08-27,34.2,Low
M-005099,TR-0030,Traction,Insulator,OHE Wear,Inspection,4,63,0,0.5,57,54,C10,2026-08-25,54.4,Medium
M-005100,EN-0111,Engineering,Rail,Rail Crack,Preventive,1,42,4,2.0,16,23,C09,2026-08-29,26.25,Low
M-005101,EN-0127,Engineering,Rail,Sleeper Defect,Inspection,2,61,0,1.0,31,59,C07,2026-08-26,41.35,Medium
M-005102,TR-0010,Traction,OHE,Insulator Defect,Inspection,2,61,14,2.0,33,55,C12,2026-08-29,51.65,Medium
M-005103,TR-0103,Traction,Isolator,Isolator Defect,Corrective,5,78,5,1.0,92,91,C20,2026-08-30,79.2,High
M-005104,S&-0005,S&T,Signal,Point Machine Degradation,Corrective,2,58,26,3.0,30,36,C01,2026-08-27,51.8,Medium
M-005105,TR-0008,Traction,Insulator,Isolator Defect,Preventive,2,59,16,0.5,26,50,C20,2026-08-26,50.4,Medium
M-005106,TR-0121,Traction,Insulator,Feeder Inspection Overdue,Corrective,5,92,5,1.5,100,91,C14,2026-08-31,85.0,Critical
M-005107,EN-0094,Engineering,Ballast,Rail Wear,Overdue,1,55,14,1.0,25,31,C19,2026-08-26,40.65,Medium
M-005108,S&-0100,S&T,Point Machine,Track Circuit Fault,Corrective,5,84,13,2.0,88,77,C14,2026-08-27,84.1,Critical
M-005109,S&-0137,S&T,Interlocking,Track Circuit Fault,Preventive,2,50,4,4.0,36,41,C15,2026-08-30,39.35,Low
M-005110,EN-0021,Engineering,Ballast,Rail Wear,Inspection,3,72,2,1.5,61,73,C08,2026-08-29,58.25,Medium
M-005111,EN-0130,Engineering,Rail,Sleeper Defect,Overdue,4,82,15,1.0,73,71,C07,2026-08-29,77.1,High
M-005112,EN-0114,Engineering,Rail,Ballast Defect,Corrective,3,54,5,1.0,50,46,C08,2026-08-25,48.85,Medium
M-005113,TR-0068,Traction,OHE,Insulator Defect,Preventive,3,51,0,1.5,45,57,C16,2026-08-29,44.85,Medium
M-005114,EN-0004,Engineering,Ballast,Ballast Defect,Corrective,2,49,3,1.5,38,44,C09,2026-08-27,39.15,Low
M-005115,EN-0051,Engineering,Sleeper,Rail Crack,Overdue,2,58,0,1.0,32,35,C11,2026-08-25,37.05,Low
M-005116,TR-0061,Traction,Feeder,Isolator Defect,Inspection,2,57,0,2.0,57,52,C09,2026-08-25,44.3,Medium
M-005117,S&-0081,S&T,Track Circuit,Point Machine Degradation,Corrective,3,87,0,3.0,73,63,C19,2026-08-28,62.15,High
M-005118,EN-0005,Engineering,Sleeper,Ballast Defect,Corrective,5,53,6,2.0,100,74,C10,2026-08-30,71.5,High
M-005119,S&-0030,S&T,Signal,Point Machine Degradation,Preventive,3,47,16,2.0,64,51,C05,2026-08-31,58.55,Medium
M-005120,S&-0019,S&T,Interlocking,Interlocking Fault,Inspection,3,61,4,3.0,65,67,C20,2026-08-28,56.35,Medium
M-005121,EN-0124,Engineering,Rail,Track Geometry Deviation,Preventive,3,89,11,1.0,57,65,C11,2026-08-25,68.1,High
M-005122,EN-0170,Engineering,Sleeper,Ballast Defect,Preventive,3,54,2,0.5,57,61,C15,2026-08-29,50.25,Medium
M-005123,EN-0143,Engineering,Rail,Sleeper Defect,Overdue,3,66,9,0.5,34,57,C14,2026-08-30,53.9,Medium
M-005124,S&-0051,S&T,Interlocking,Signal Failure,Preventive,5,95,9,1.0,83,73,C20,2026-08-28,82.8,Critical
M-005125,TR-0050,Traction,OHE,OHE Wear,Overdue,5,39,4,4.0,85,52,C16,2026-08-30,59.5,Medium
M-005126,S&-0067,S&T,Signal,Signal Failure,Inspection,2,61,14,1.0,37,41,C16,2026-08-25,50.35,Medium
M-005127,EN-0073,Engineering,Ballast,Sleeper Defect,Inspection,1,56,4,1.0,17,33,C10,2026-08-30,32.15,Low
M-005128,TR-0067,Traction,OHE,Feeder Inspection Overdue,Inspection,4,33,6,2.0,72,47,C06,2026-08-25,51.85,Medium
M-005129,S&-0047,S&T,Point Machine,Point Machine Degradation,Overdue,4,61,20,2.0,67,57,C06,2026-08-26,71.25,High
M-005130,S&-0002,S&T,Point Machine,Interlocking Fault,Overdue,3,55,0,2.0,63,60,C19,2026-08-31,50.1,Medium
M-005131,EN-0134,Engineering,Track,Track Geometry Deviation,Preventive,5,54,0,1.5,81,68,C07,2026-08-26,62.6,High
M-005132,EN-0094,Engineering,Ballast,Track Geometry Deviation,Preventive,1,34,8,4.0,34,22,C19,2026-08-27,30.3,Low
M-005133,EN-0116,Engineering,Rail,Rail Wear,Inspection,3,14,19,2.0,64,28,C18,2026-08-28,47.45,Medium
M-005134,TR-0102,Traction,OHE,Feeder Inspection Overdue,Preventive,1,59,0,1.5,20,43,C14,2026-08-28,32.15,Low
M-005135,TR-0045,Traction,OHE,Feeder Inspection Overdue,Overdue,5,34,8,0.5,98,54,C20,2026-08-25,63.9,High
M-005136,EN-0044,Engineering,Rail,Ballast Defect,Overdue,4,72,0,0.5,74,70,C04,2026-08-31,62.9,High
M-005137,TR-0064,Traction,Insulator,Isolator Defect,Inspection,1,92,7,4.0,26,62,C19,2026-08-28,51.35,Medium
M-005138,TR-0056,Traction,OHE,OHE Wear,Inspection,2,80,6,1.5,38,56,C17,2026-08-27,52.5,Medium
M-005139,TR-0067,Traction,OHE,Insulator Defect,Preventive,5,19,14,1.0,93,54,C06,2026-08-28,62.9,High
M-005140,TR-0085,Traction,Insulator,Feeder Inspection Overdue,Preventive,5,52,26,2.0,83,58,C10,2026-08-27,75.9,High
M-005141,EN-0138,Engineering,Rail,Ballast Defect,Preventive,2,88,0,3.0,30,58,C02,2026-08-31,49.1,Medium
